user,size
292076528.0,119.0
292121632.0,79.0
292532796.0,41.0
292576314.0,13.0
292643315.0,13.0
292721746.0,368.0
292914202.0,23.0
292932951.0,39.0
293200470.0,94.0
293225645.0,48.0
293310330.0,12.0
293615365.0,45.0
293823442.0,323.0
294173339.0,23.0
294216659.0,13.0
294360259.0,30.0
294423598.0,45.0
294848001.0,97.0
294876869.0,1259.0
295166870.0,27.0
295400178.0,18.0
295689506.0,154.0
295918979.0,46.0
296623019.0,39.0
296789810.0,391.0
297096773.0,21.0
297160592.0,87.0
297404709.0,380.0
297648813.0,153.0
297652413.0,11.0
297660953.0,11.0
297691008.0,674.0
297823878.0,37.0
297862646.0,27.0
297962994.0,18.0
298164703.0,38.0
298179561.0,127.0
298527700.0,10.0
298690133.0,77.0
298840807.0,319.0
298890407.0,26.0
299359643.0,13.0
299467290.0,108.0
299494910.0,29.0
299672982.0,15.0
299751922.0,40.0
299825382.0,223.0
299930106.0,126.0
300009584.0,141.0
300040871.0,83.0
300799169.0,12.0
300811863.0,22.0
301085381.0,35.0
301594468.0,10.0
301772979.0,64.0
301997736.0,60.0
302080943.0,32.0
302791614.0,16.0
302927930.0,102.0
302931798.0,197.0
303433526.0,20.0
303477122.0,29.0
303506010.0,123.0
303566598.0,274.0
303981378.0,23.0
304152431.0,81.0
304536406.0,663.0
304616449.0,41.0
304683588.0,78.0
305188358.0,130.0
306654427.0,826.0
306750815.0,28.0
307101209.0,21.0
307358012.0,12.0
307411139.0,39.0
307517184.0,11.0
307541879.0,652.0
307610324.0,318.0
307959861.0,11.0
308142900.0,27.0
308157735.0,90.0
308664632.0,89.0
308743956.0,35.0
309306321.0,47.0
309451051.0,87.0
309922189.0,120.0
309997806.0,29.0
310064589.0,14.0
310211201.0,20.0
310581591.0,12.0
310650310.0,624.0
311271563.0,83.0
311662376.0,14.0
311735623.0,1216.0
311773294.0,51.0
311775390.0,56.0
312253148.0,24.0
312290149.0,18.0
312395868.0,16.0
312412614.0,13.0
312413802.0,51.0
312695915.0,28.0
312700400.0,33.0
312881825.0,18.0
313019203.0,10.0
313019711.0,189.0
313044056.0,25.0
313284185.0,55.0
313656083.0,72.0
313688219.0,18.0
313775287.0,15.0
314062503.0,19.0
314072851.0,90.0
314324769.0,24.0
314385413.0,35.0
314694010.0,14.0
314902854.0,702.0
314960563.0,27.0
315034252.0,30.0
315257671.0,33.0
315342638.0,18.0
315385689.0,24.0
315464281.0,226.0
315548332.0,525.0
315657492.0,63.0
316063690.0,10.0
316113326.0,36.0
316404456.0,83.0
316552000.0,41.0
316558420.0,101.0
316615800.0,27.0
316707088.0,16.0
316756536.0,27.0
316773168.0,1406.0
316873237.0,16.0
317225601.0,20.0
317525609.0,28.0
317842919.0,37.0
318066821.0,93.0
318086551.0,99.0
318111335.0,70.0
318187593.0,25.0
318244858.0,78.0
318278989.0,39.0
318590119.0,31.0
318594338.0,37.0
318704018.0,638.0
318736689.0,35.0
319437172.0,28.0
319638329.0,12.0
319767842.0,122.0
319832184.0,498.0
319851706.0,345.0
319875198.0,55.0
320476010.0,29.0
320494890.0,90.0
320569113.0,10.0
320589202.0,32.0
320929797.0,757.0
320997653.0,36.0
321128605.0,23.0
321154191.0,63.0
321227607.0,13.0
321353984.0,11.0
321528013.0,1168.0
322165889.0,21.0
322870307.0,58.0
322913795.0,42.0
322919952.0,297.0
322940265.0,105.0
322985856.0,15.0
323017500.0,16.0
323324439.0,14.0
323381088.0,13.0
323526401.0,13.0
323630848.0,78.0
323964819.0,404.0
324371392.0,433.0
324437469.0,13.0
324630187.0,10.0
324982369.0,20.0
325068954.0,24.0
325209553.0,21.0
325237825.0,12.0
325314432.0,70.0
325369745.0,127.0
325612881.0,116.0
325623341.0,294.0
325644014.0,11.0
325671002.0,119.0
325799440.0,44.0
325813297.0,18.0
325871038.0,22.0
325884740.0,57.0
325936395.0,37.0
326517515.0,200.0
326528031.0,51.0
326573194.0,267.0
326611705.0,14.0
326811750.0,38.0
327030264.0,238.0
327127996.0,13.0
327143088.0,13.0
327186939.0,24.0
327197199.0,12.0
327231310.0,321.0
327621331.0,78.0
327980933.0,372.0
328092681.0,22.0
328135964.0,15.0
328180868.0,26.0
328196896.0,44.0
328226353.0,665.0
328328962.0,33.0
328349618.0,1880.0
328389810.0,1716.0
328612622.0,13.0
328774344.0,57.0
329219828.0,78.0
329232408.0,15.0
329302758.0,50.0
329444409.0,27.0
329730208.0,39.0
329791309.0,148.0
329910486.0,148.0
330402555.0,12.0
330428029.0,13.0
330517038.0,237.0
330615990.0,72.0
330681425.0,10.0
330726845.0,12.0
330759573.0,63.0
330773499.0,149.0
330826660.0,17.0
330829577.0,182.0
331116693.0,110.0
331299961.0,12.0
331390715.0,258.0
331403163.0,140.0
331497814.0,129.0
331681032.0,42.0
331860220.0,50.0
332024212.0,101.0
332397611.0,28.0
332413040.0,42.0
332501723.0,557.0
333106933.0,45.0
333117910.0,158.0
333121674.0,12.0
333175854.0,48.0
333200687.0,147.0
333446624.0,10.0
333493343.0,42.0
333682242.0,607.0
333743111.0,59.0
333767323.0,28.0
333818229.0,56.0
333823711.0,51.0
333833785.0,19.0
333850900.0,58.0
334084771.0,411.0
334128577.0,12.0
334216779.0,63.0
334229367.0,18.0
334414958.0,12.0
334420953.0,13.0
334484623.0,66.0
334683102.0,113.0
334716639.0,157.0
334869337.0,58.0
335024994.0,62.0
335045738.0,60.0
335080259.0,137.0
335086562.0,90.0
335331275.0,19.0
335345484.0,60.0
335441705.0,146.0
335448823.0,59.0
335586784.0,17.0
335700572.0,834.0
335853527.0,14.0
335988809.0,12.0
336077964.0,83.0
336132774.0,39.0
336258559.0,19.0
336291074.0,91.0
336377070.0,36.0
336857045.0,99.0
336928985.0,35.0
336945886.0,113.0
337122889.0,25.0
337172917.0,114.0
337332034.0,80.0
337390596.0,598.0
337779501.0,21.0
337962083.0,86.0
337969383.0,18.0
338057423.0,16.0
338087676.0,40.0
338095547.0,24.0
338151885.0,13.0
338153748.0,772.0
338176069.0,346.0
338420073.0,22.0
338559633.0,18.0
338588174.0,226.0
338694221.0,22.0
338792043.0,24.0
338794529.0,52.0
339074477.0,201.0
339123311.0,16.0
339147429.0,292.0
339184623.0,59.0
339199038.0,27.0
339217813.0,531.0
339301509.0,16.0
339342547.0,35.0
339350547.0,49.0
339430371.0,141.0
339434234.0,54.0
339760109.0,25.0
340024870.0,96.0
340057708.0,15.0
340264770.0,177.0
340405527.0,154.0
340570069.0,14.0
340604406.0,14.0
340660096.0,130.0
340678057.0,226.0
340947821.0,18.0
341216126.0,15.0
341249234.0,98.0
341296540.0,10.0
341307876.0,101.0
341587941.0,94.0
341729254.0,71.0
341765548.0,43.0
341807457.0,221.0
341833788.0,40.0
341906688.0,13.0
342107140.0,33.0
342312007.0,27.0
342392954.0,70.0
342420202.0,13.0
342512515.0,106.0
343115788.0,108.0
343130301.0,19.0
343133544.0,110.0
343452366.0,65.0
343742587.0,68.0
343758357.0,15.0
343789294.0,150.0
343793446.0,160.0
343806638.0,13.0
343873681.0,66.0
343886542.0,87.0
344172524.0,467.0
344179680.0,14.0
344274143.0,16.0
344312187.0,179.0
344366991.0,16.0
344391213.0,168.0
344463731.0,44.0
344469057.0,11.0
344480528.0,26.0
344507395.0,69.0
344837132.0,16.0
344879102.0,19.0
345088287.0,75.0
345167235.0,510.0
345168249.0,27.0
345610844.0,12.0
345637983.0,31.0
345766512.0,50.0
345843594.0,20.0
346124805.0,10.0
346193901.0,61.0
346237801.0,29.0
346266713.0,19.0
346289146.0,58.0
346323015.0,194.0
346339787.0,16.0
346357609.0,55.0
346382304.0,212.0
346547962.0,140.0
346605399.0,38.0
346776465.0,11.0
346892364.0,36.0
346913156.0,12.0
347221489.0,63.0
347239363.0,17.0
347295675.0,24.0
347469167.0,127.0
347478033.0,166.0
347499736.0,37.0
347624268.0,425.0
347635184.0,14.0
347799913.0,104.0
347946677.0,10.0
347948246.0,208.0
348214185.0,60.0
348228015.0,109.0
348247446.0,21.0
348252091.0,20.0
348549695.0,14.0
348589141.0,70.0
348708758.0,35.0
348852809.0,39.0
348863594.0,10.0
348910177.0,2764.0
349031687.0,23.0
349230592.0,1732.0
349247156.0,24.0
349281690.0,27.0
349285594.0,54.0
349289298.0,11.0
349326643.0,48.0
349403568.0,560.0
349735925.0,321.0
349877661.0,166.0
349936404.0,82.0
350008075.0,368.0
350012684.0,21.0
350064788.0,11.0
350398302.0,32.0
350575838.0,35.0
350635364.0,135.0
350637462.0,99.0
350650839.0,14.0
350657840.0,297.0
350706482.0,85.0
350993275.0,113.0
351024796.0,112.0
351066153.0,27.0
351089262.0,20.0
351267641.0,28.0
351321619.0,13.0
351424953.0,87.0
351432722.0,22.0
351609884.0,53.0
351709410.0,15.0
351759310.0,58.0
351788440.0,39.0
351842402.0,190.0
351846217.0,19.0
351854628.0,132.0
351973263.0,408.0
352049938.0,12.0
352089708.0,24.0
352313264.0,50.0
352406923.0,123.0
352503585.0,49.0
352594939.0,33.0
352736012.0,534.0
352888198.0,17.0
353050013.0,17.0
353135053.0,399.0
353380847.0,16.0
353460514.0,15.0
353551857.0,13.0
353744850.0,10.0
353976018.0,92.0
354075671.0,219.0
354173100.0,41.0
354423520.0,345.0
354561600.0,23.0
354605204.0,29.0
354651864.0,153.0
354747038.0,39.0
354779346.0,10.0
355064486.0,38.0
355134142.0,14.0
355159484.0,79.0
355263378.0,90.0
355301980.0,365.0
355654933.0,44.0
355845419.0,12.0
355900787.0,52.0
355919756.0,99.0
355935368.0,48.0
356204410.0,15.0
356415771.0,81.0
356533730.0,57.0
356599335.0,72.0
356726929.0,840.0
356830895.0,28.0
356899548.0,102.0
356921172.0,19.0
356941265.0,72.0
356944588.0,411.0
357064640.0,25.0
357219858.0,26.0
357231302.0,122.0
357248858.0,51.0
357268829.0,33.0
357291948.0,39.0
357316463.0,162.0
357506359.0,214.0
357776371.0,372.0
357896491.0,191.0
358014214.0,32.0
358561054.0,14.0
358586441.0,28.0
358611909.0,109.0
358861650.0,427.0
358933802.0,13.0
358982464.0,30.0
359016288.0,11.0
359135362.0,224.0
359358356.0,69.0
359410099.0,18.0
359660607.0,269.0
360060025.0,14.0
360118917.0,30.0
360120416.0,72.0
360129253.0,45.0
360245179.0,11.0
360391355.0,126.0
360900046.0,20.0
360916710.0,258.0
360987265.0,192.0
361044307.0,439.0
361387387.0,18.0
361513990.0,18.0
361600183.0,33.0
361636876.0,68.0
361649920.0,124.0
361899780.0,18.0
361929272.0,19.0
361995465.0,39.0
362150718.0,30.0
362159671.0,10.0
362205961.0,11.0
362229686.0,29.0
362346293.0,32.0
362352665.0,27.0
362411085.0,45.0
362542770.0,12.0
362630778.0,44.0
362634716.0,128.0
362814914.0,13.0
362869656.0,278.0
362886628.0,337.0
363051596.0,33.0
363253818.0,43.0
363315412.0,533.0
363406687.0,220.0
363419234.0,45.0
363422586.0,11.0
363432766.0,143.0
363764690.0,11.0
363840684.0,10.0
363846091.0,855.0
363888112.0,123.0
363976641.0,17.0
364029066.0,19.0
364037306.0,55.0
364038473.0,150.0
364075870.0,55.0
364076695.0,150.0
364251938.0,74.0
364327072.0,10.0
364352934.0,23.0
364502886.0,19.0
364511273.0,14.0
364596738.0,12.0
364606289.0,119.0
364612475.0,12.0
364648809.0,102.0
364650708.0,180.0
364671446.0,15.0
364700244.0,152.0
364979562.0,17.0
364985447.0,14.0
365063211.0,122.0
365090402.0,17.0
365209032.0,30.0
365559797.0,33.0
365737564.0,108.0
365811602.0,55.0
365868988.0,720.0
366141888.0,1796.0
366327087.0,324.0
366379544.0,33.0
366401568.0,14.0
366405160.0,17.0
366470233.0,366.0
366683616.0,59.0
366693132.0,15.0
366705885.0,453.0
366959229.0,113.0
367498866.0,154.0
367547825.0,12.0
367936963.0,70.0
367959514.0,12.0
368665232.0,46.0
368725239.0,11.0
368999535.0,50.0
369072841.0,12.0
369124469.0,199.0
369139258.0,130.0
369172720.0,81.0
369193420.0,17.0
369194942.0,90.0
369274219.0,31.0
369765794.0,51.0
369766522.0,42.0
369803922.0,72.0
369806207.0,222.0
369849888.0,37.0
369855515.0,61.0
369888557.0,13.0
369922053.0,11.0
369972055.0,100.0
370167517.0,118.0
370200043.0,12.0
370279618.0,10.0
370379569.0,90.0
370702045.0,200.0
370829141.0,10.0
370850900.0,26.0
370943526.0,778.0
370992447.0,34.0
371041200.0,143.0
371525495.0,50.0
371580731.0,45.0
371838027.0,12.0
371849755.0,33.0
371851034.0,374.0
371870656.0,18.0
371937986.0,10.0
371957360.0,154.0
372014650.0,19.0
372079924.0,45.0
372310688.0,27.0
372343595.0,12.0
372476181.0,12.0
372609477.0,56.0
372641905.0,22.0
372895137.0,44.0
373007687.0,37.0
373058646.0,40.0
373103696.0,25.0
373664383.0,11.0
373711400.0,12.0
373785209.0,100.0
374259313.0,238.0
374720912.0,27.0
375199137.0,38.0
375319628.0,31.0
375346772.0,42.0
375360612.0,160.0
375363997.0,218.0
375758397.0,27.0
375948791.0,39.0
376344869.0,25.0
376414141.0,106.0
376540071.0,125.0
376555287.0,17.0
376571058.0,31.0
376840589.0,330.0
377031680.0,18.0
377120002.0,13.0
377124130.0,13.0
377396013.0,192.0
377400827.0,54.0
377518542.0,80.0
377590191.0,12.0
377602511.0,117.0
377620860.0,30.0
377686086.0,133.0
377699707.0,23.0
377706841.0,14.0
377707319.0,170.0
377774642.0,30.0
377782593.0,24.0
378014828.0,289.0
378061127.0,11.0
378164251.0,70.0
378226743.0,425.0
378252859.0,68.0
378252985.0,24.0
378274152.0,89.0
378686326.0,16.0
378701632.0,96.0
378782033.0,26.0
378830162.0,65.0
378926498.0,159.0
378933424.0,24.0
379426958.0,20.0
379540232.0,12.0
379809139.0,207.0
379816682.0,13.0
379935004.0,92.0
379958582.0,15.0
380056352.0,21.0
380059604.0,18.0
380537478.0,15.0
380560230.0,41.0
380981559.0,414.0
381060889.0,15.0
381158748.0,277.0
381220374.0,13.0
381221521.0,236.0
381272009.0,19.0
381520619.0,194.0
381683233.0,209.0
381707826.0,66.0
382184863.0,11.0
382314891.0,16.0
382580015.0,14.0
382583539.0,81.0
382665047.0,346.0
382960914.0,26.0
382970133.0,20.0
382986452.0,230.0
383314306.0,30.0
383383896.0,457.0
383760303.0,12.0
383962523.0,10.0
383963805.0,170.0
384019571.0,312.0
384022714.0,13.0
384072326.0,26.0
384123524.0,12.0
384135897.0,10.0
384487504.0,308.0
384490167.0,89.0
384505253.0,27.0
384621166.0,18.0
385002272.0,48.0
385009351.0,740.0
385051124.0,190.0
385062552.0,187.0
385062891.0,34.0
385183508.0,16.0
385196702.0,21.0
385432584.0,55.0
385661712.0,62.0
385686379.0,85.0
385692855.0,86.0
385716320.0,735.0
385742325.0,16.0
386006806.0,70.0
386183139.0,73.0
386801767.0,11.0
386804939.0,30.0
386935317.0,451.0
387197604.0,463.0
387336260.0,21.0
387472310.0,48.0
387501219.0,27.0
387795194.0,17.0
387949689.0,350.0
388369330.0,18.0
388520725.0,549.0
388574291.0,18.0
388942724.0,83.0
388946354.0,24.0
389102619.0,14.0
389125221.0,10.0
389140175.0,137.0
389183242.0,43.0
389193126.0,39.0
389198440.0,15.0
389209495.0,18.0
389427061.0,11.0
389498107.0,12.0
389588499.0,172.0
389659196.0,10.0
389668108.0,39.0
389703903.0,55.0
389722395.0,16.0
389756511.0,73.0
389789514.0,10.0
389927098.0,40.0
390110676.0,26.0
390186414.0,29.0
390314997.0,184.0
390348138.0,108.0
390357918.0,56.0
390383745.0,21.0
390471461.0,27.0
390719515.0,118.0
390919914.0,34.0
391062750.0,11.0
391081043.0,80.0
391103863.0,79.0
391104007.0,38.0
391104271.0,253.0
391169371.0,101.0
391499076.0,1127.0
391522706.0,20.0
391535406.0,183.0
391671864.0,23.0
391706132.0,56.0
392318532.0,55.0
392356680.0,119.0
392358410.0,34.0
392396461.0,11.0
392933282.0,350.0
392952685.0,22.0
393014768.0,68.0
393024510.0,29.0
393078334.0,20.0
393091456.0,306.0
393110249.0,29.0
393513295.0,34.0
393583369.0,16.0
393619788.0,20.0
393623595.0,130.0
393650316.0,582.0
393673682.0,44.0
393723384.0,168.0
393751768.0,23.0
393833434.0,11.0
393841571.0,449.0
394050272.0,15.0
394071275.0,206.0
394358485.0,63.0
394375810.0,25.0
394709736.0,163.0
394785319.0,64.0
394792102.0,135.0
394909798.0,19.0
395635624.0,47.0
395710424.0,83.0
395934126.0,32.0
396277917.0,14.0
396423244.0,10.0
396597635.0,31.0
396633797.0,158.0
396969644.0,12.0
397006628.0,27.0
397264702.0,115.0
397386925.0,327.0
397400314.0,12.0
397406176.0,18.0
397456226.0,33.0
397554649.0,199.0
397718126.0,461.0
398118310.0,28.0
398452875.0,22.0
398464409.0,25.0
398478778.0,14.0
398591208.0,166.0
398932363.0,86.0
398995020.0,16.0
399114789.0,122.0
399144616.0,15.0
399147796.0,182.0
399528505.0,68.0
399745403.0,1359.0
399801173.0,14.0
400295549.0,256.0
400395106.0,13.0
400489839.0,17.0
400493924.0,466.0
400821744.0,378.0
400885464.0,69.0
401099550.0,12.0
401137999.0,15.0
401147507.0,143.0
401394170.0,271.0
401653344.0,363.0
401713868.0,12.0
401754142.0,18.0
402111716.0,45.0
402158597.0,15.0
402261512.0,68.0
402354539.0,253.0
402388684.0,89.0
402458523.0,11.0
402738897.0,31.0
402911313.0,13.0
403009970.0,436.0
403092261.0,62.0
403101978.0,23.0
403124155.0,19.0
403809819.0,72.0
404120195.0,10.0
404129141.0,15.0
404140245.0,15.0
404399789.0,349.0
404410838.0,22.0
404468497.0,61.0
404475402.0,114.0
404587000.0,73.0
404588216.0,15.0
404878140.0,312.0
405133923.0,15.0
405141430.0,31.0
405145006.0,39.0
405210752.0,10.0
405319113.0,105.0
405391222.0,42.0
405935072.0,10.0
405996782.0,44.0
406033976.0,116.0
406463385.0,25.0
406657148.0,46.0
406790741.0,12.0
407046351.0,24.0
407201481.0,1181.0
407307955.0,18.0
407367734.0,117.0
407376218.0,131.0
407377222.0,16.0
407380110.0,18.0
407410840.0,14.0
407464655.0,226.0
407493824.0,62.0
407927314.0,24.0
408003438.0,62.0
408194289.0,112.0
408546502.0,211.0
408639754.0,269.0
408721346.0,19.0
408775113.0,15.0
408938299.0,182.0
408969595.0,206.0
408987177.0,136.0
409354211.0,11.0
409518170.0,78.0
409569534.0,181.0
409682035.0,77.0
409791954.0,358.0
410003326.0,20.0
410118056.0,174.0
410147927.0,42.0
410220216.0,31.0
410775628.0,37.0
410785033.0,15.0
410785493.0,30.0
410862691.0,19.0
411105457.0,220.0
411124507.0,656.0
411179750.0,63.0
411653204.0,11.0
411745099.0,122.0
411902780.0,21.0
411979801.0,300.0
412005512.0,58.0
412051632.0,16.0
412326834.0,157.0
412381797.0,32.0
412437156.0,20.0
412578093.0,111.0
412606686.0,49.0
412718556.0,144.0
412739905.0,21.0
412763625.0,1442.0
412779415.0,139.0
413255889.0,16.0
413258225.0,11.0
413293662.0,92.0
413307097.0,119.0
413349453.0,21.0
413425990.0,106.0
413475572.0,58.0
413494709.0,1728.0
413583819.0,33.0
413635862.0,91.0
413673986.0,106.0
414214914.0,12.0
414263747.0,160.0
414333394.0,131.0
414400167.0,77.0
414459683.0,11.0
414463331.0,723.0
414481969.0,117.0
414505462.0,73.0
414569758.0,30.0
414589468.0,63.0
414731283.0,11.0
414892681.0,143.0
414998035.0,33.0
415030595.0,225.0
415081760.0,13.0
415107548.0,625.0
415142597.0,198.0
415150688.0,19.0
415191940.0,416.0
415199246.0,19.0
415211793.0,46.0
415231465.0,138.0
415235974.0,179.0
415247561.0,67.0
415324449.0,22.0
415578939.0,30.0
415628814.0,14.0
415790060.0,13.0
415833414.0,12.0
415924621.0,99.0
415957061.0,291.0
416422461.0,42.0
416644931.0,452.0
416779046.0,23.0
417162950.0,10.0
417269006.0,19.0
417443042.0,384.0
417539415.0,171.0
417569303.0,110.0
417596115.0,95.0
418146005.0,13.0
418187913.0,21.0
418209238.0,27.0
418244200.0,30.0
418282899.0,65.0
418292191.0,17.0
418355585.0,12.0
418466600.0,14.0
418473852.0,17.0
418880719.0,74.0
418914569.0,430.0
418984911.0,62.0
419118498.0,39.0
419168654.0,33.0
419234048.0,334.0
419255928.0,62.0
419268780.0,17.0
419274077.0,19.0
419470357.0,31.0
419783706.0,139.0
420002657.0,87.0
420063323.0,234.0
420409872.0,132.0
420518400.0,75.0
420545427.0,74.0
420547330.0,653.0
420631953.0,361.0
420709651.0,17.0
420736203.0,53.0
420738665.0,56.0
420742347.0,19.0
420759047.0,11.0
420791600.0,15.0
421505369.0,672.0
421535168.0,15.0
421596539.0,12.0
421910124.0,143.0
422125453.0,141.0
422178248.0,95.0
422211439.0,161.0
422294272.0,13.0
422313585.0,16.0
422369927.0,50.0
422707360.0,183.0
422772633.0,13.0
422773941.0,58.0
422851953.0,14.0
423001602.0,129.0
423041092.0,59.0
423090357.0,249.0
423112363.0,33.0
423368192.0,70.0
423539675.0,19.0
423573098.0,14.0
423678953.0,169.0
423794754.0,70.0
423822529.0,62.0
423926706.0,1385.0
423929286.0,191.0
424274852.0,25.0
424540322.0,86.0
424577073.0,28.0
424702726.0,84.0
424733556.0,141.0
424741502.0,117.0
424752333.0,22.0
424821180.0,46.0
425056713.0,51.0
425160934.0,24.0
425189072.0,16.0
425337016.0,21.0
425360800.0,21.0
425445426.0,14.0
425529951.0,1953.0
425854279.0,94.0
426111749.0,149.0
426167317.0,99.0
426177366.0,94.0
426199398.0,66.0
426338434.0,156.0
426785564.0,50.0
426819771.0,60.0
426820658.0,41.0
427038948.0,10.0
427041651.0,26.0
427098948.0,140.0
427486573.0,22.0
427657114.0,16.0
427938781.0,236.0
428130230.0,83.0
428433289.0,10.0
428481565.0,115.0
428525805.0,12.0
428585712.0,12.0
428626421.0,80.0
428700069.0,11.0
428716488.0,244.0
428751586.0,14.0
428762317.0,50.0
428772288.0,16.0
429295787.0,27.0
429311603.0,12.0
429343847.0,108.0
429414811.0,44.0
429445747.0,120.0
429489658.0,60.0
429557237.0,143.0
429591228.0,42.0
429612451.0,126.0
429698084.0,15.0
430173496.0,26.0
430369529.0,75.0
430386951.0,15.0
430455930.0,29.0
430492762.0,140.0
430675006.0,18.0
430716201.0,21.0
430730629.0,232.0
430894960.0,231.0
431060348.0,39.0
431153265.0,204.0
431206085.0,433.0
431279501.0,17.0
431289105.0,110.0
431634705.0,24.0
431755476.0,10.0
431761358.0,15.0
431763008.0,52.0
431790109.0,15.0
431985648.0,69.0
432097440.0,13.0
433356041.0,32.0
433784683.0,161.0
433875238.0,1662.0
433911842.0,26.0
433917847.0,79.0
433938622.0,38.0
434533936.0,331.0
434641106.0,306.0
434735749.0,27.0
434838079.0,210.0
434980795.0,72.0
435268224.0,180.0
435282558.0,37.0
435308483.0,98.0
435483436.0,107.0
435540720.0,15.0
436025577.0,144.0
436099543.0,418.0
436155222.0,28.0
436168194.0,24.0
436421354.0,62.0
437061568.0,13.0
437097412.0,520.0
437101556.0,11.0
437135137.0,575.0
437148326.0,38.0
437782263.0,53.0
437832525.0,91.0
437886091.0,34.0
437910231.0,24.0
437926081.0,414.0
437932284.0,14.0
438007099.0,208.0
438146422.0,18.0
438441477.0,44.0
438639651.0,31.0
438731540.0,262.0
438759828.0,116.0
438815026.0,30.0
439002239.0,14.0
439253801.0,89.0
439265492.0,33.0
439265815.0,24.0
439359511.0,672.0
439514437.0,42.0
439590270.0,18.0
439656127.0,41.0
439726858.0,33.0
439739750.0,79.0
440142691.0,117.0
440168853.0,143.0
440500512.0,261.0
440534853.0,29.0
440596767.0,83.0
440623732.0,14.0
441188123.0,31.0
441200930.0,57.0
441236919.0,22.0
441342892.0,78.0
442081265.0,150.0
442200188.0,13.0
442673999.0,197.0
442808940.0,157.0
442939961.0,280.0
443076622.0,11.0
443076922.0,659.0
443393199.0,244.0
443398399.0,30.0
443703318.0,70.0
443791903.0,301.0
443857288.0,10.0
443940853.0,44.0
444103790.0,132.0
444245502.0,12.0
444253896.0,20.0
444391308.0,155.0
444393731.0,869.0
444896287.0,1335.0
444948050.0,25.0
444950397.0,16.0
445253784.0,198.0
445544283.0,59.0
445727250.0,21.0
445739345.0,33.0
445961104.0,794.0
446197222.0,26.0
446245507.0,62.0
446496450.0,14.0
446763929.0,28.0
447160992.0,21.0
447198339.0,279.0
447229123.0,38.0
447349821.0,12.0
447384410.0,139.0
447413082.0,23.0
447485787.0,733.0
447529576.0,141.0
447722887.0,256.0
447731474.0,18.0
448007997.0,37.0
448145319.0,100.0
448189305.0,160.0
448226377.0,39.0
448229455.0,13.0
448400414.0,564.0
448485453.0,24.0
448490928.0,16.0
448519164.0,197.0
448536459.0,124.0
448550735.0,14.0
448702034.0,117.0
448825851.0,28.0
449267598.0,178.0
449328247.0,26.0
449406205.0,18.0
449436475.0,71.0
450067935.0,15.0
450136473.0,114.0
450204264.0,40.0
450295599.0,29.0
450296523.0,129.0
450303676.0,195.0
450337120.0,14.0
450831508.0,51.0
450989804.0,203.0
451065197.0,14.0
451174825.0,14.0
451207175.0,34.0
451296744.0,10.0
451662043.0,35.0
451740961.0,24.0
451751826.0,33.0
451754689.0,24.0
451857402.0,15.0
452346567.0,375.0
452523817.0,393.0
452528890.0,33.0
452715003.0,27.0
453248495.0,19.0
453252985.0,12.0
453513537.0,182.0
453520780.0,15.0
453538026.0,22.0
453546575.0,20.0
453557196.0,90.0
453593362.0,59.0
453620843.0,27.0
453670164.0,654.0
453716003.0,30.0
454260754.0,12.0
454262910.0,90.0
454406894.0,12.0
454417592.0,432.0
454422380.0,40.0
454505461.0,22.0
454536045.0,409.0
454576558.0,18.0
455001380.0,109.0
455048133.0,10.0
455221006.0,17.0
455269478.0,16.0
455371875.0,18.0
455373186.0,18.0
455434242.0,12.0
455476721.0,29.0
455820321.0,150.0
455909544.0,10.0
456057667.0,30.0
456139122.0,285.0
456267275.0,210.0
456277462.0,72.0
456320796.0,131.0
456324008.0,35.0
456393300.0,79.0
456631890.0,190.0
456730333.0,22.0
457026023.0,13.0
457562946.0,29.0
457684754.0,13.0
457688100.0,21.0
457780050.0,31.0
457795783.0,43.0
457898238.0,15.0
457967206.0,45.0
458050316.0,1471.0
458177073.0,60.0
458445876.0,208.0
458467970.0,42.0
458683547.0,47.0
458858195.0,15.0
458889423.0,46.0
459314283.0,86.0
459333296.0,63.0
459731459.0,1270.0
459837765.0,22.0
459861111.0,206.0
460807419.0,163.0
461263364.0,240.0
461453859.0,1812.0
461529323.0,118.0
461560335.0,51.0
461600501.0,21.0
461617710.0,427.0
461735467.0,48.0
461858413.0,106.0
462300926.0,17.0
462303061.0,50.0
462309964.0,11.0
462345591.0,23.0
462506727.0,18.0
462585659.0,45.0
463029468.0,438.0
463062519.0,77.0
463210469.0,25.0
463238559.0,105.0
463247503.0,651.0
463266753.0,49.0
463372852.0,95.0
463461274.0,270.0
463481447.0,42.0
463766903.0,36.0
463884327.0,16.0
463969359.0,18.0
464186925.0,15.0
464233291.0,55.0
464251735.0,11.0
464398945.0,27.0
464409517.0,12.0
464681503.0,31.0
464792211.0,281.0
465022801.0,1051.0
465069023.0,20.0
465596313.0,1098.0
465599718.0,211.0
465843362.0,24.0
465878907.0,48.0
465885757.0,12.0
465922613.0,36.0
466035564.0,274.0
466042520.0,133.0
466332810.0,97.0
466737617.0,29.0
466897035.0,121.0
466985668.0,109.0
467002258.0,178.0
467453967.0,12.0
467782124.0,160.0
467803641.0,14.0
467867278.0,18.0
467935210.0,13.0
468004211.0,33.0
468015821.0,32.0
468040062.0,28.0
468501471.0,81.0
468654386.0,20.0
468726024.0,44.0
468762687.0,117.0
468764608.0,40.0
468764674.0,580.0
468795406.0,12.0
468800597.0,61.0
468882901.0,27.0
