user,size
64612781.0,11.0
64620096.0,78.0
64627980.0,24.0
64641334.0,30.0
64649906.0,223.0
64756279.0,26.0
65098547.0,58.0
65105718.0,18.0
65228014.0,18.0
65254573.0,73.0
65265802.0,10.0
65289597.0,169.0
65308647.0,38.0
65362944.0,622.0
65365898.0,71.0
65515207.0,10.0
65515583.0,294.0
65628485.0,10.0
65806513.0,1452.0
65818549.0,15.0
65898430.0,27.0
65926462.0,72.0
65963074.0,12.0
66053875.0,35.0
66229810.0,39.0
66383464.0,228.0
66444601.0,41.0
66594134.0,477.0
66673193.0,136.0
66766173.0,71.0
66936503.0,57.0
67077699.0,15.0
67166763.0,29.0
67181764.0,114.0
67387896.0,259.0
67600453.0,1167.0
67950356.0,55.0
67952554.0,33.0
67976626.0,176.0
68008403.0,24.0
68057764.0,167.0
68211663.0,14.0
68262991.0,90.0
68316943.0,15.0
68332679.0,26.0
68583340.0,105.0
68605801.0,188.0
68849648.0,15.0
68873531.0,94.0
68876053.0,28.0
68985624.0,59.0
69046536.0,56.0
69141315.0,54.0
69166606.0,14.0
69184956.0,358.0
69191642.0,543.0
69207217.0,1074.0
69319403.0,18.0
69344771.0,18.0
69502191.0,42.0
69642388.0,48.0
69740910.0,80.0
69747034.0,130.0
69786460.0,12.0
69806470.0,211.0
69922824.0,11.0
70039769.0,101.0
70339664.0,13.0
70452912.0,261.0
70475989.0,18.0
70728934.0,39.0
70740225.0,31.0
71007196.0,81.0
71113017.0,94.0
71483924.0,100.0
71598880.0,1442.0
71606578.0,30.0
71611608.0,23.0
71657603.0,17.0
71712336.0,54.0
71788217.0,19.0
71806473.0,211.0
71909574.0,104.0
72041194.0,23.0
72060552.0,88.0
72163208.0,66.0
72209962.0,130.0
72444013.0,22.0
72562919.0,30.0
72620239.0,278.0
72739406.0,27.0
73027644.0,11.0
73417994.0,226.0
73476584.0,15.0
73538496.0,130.0
73766797.0,273.0
73927432.0,17.0
74174619.0,11.0
74328564.0,17.0
74417000.0,74.0
74597527.0,85.0
74849416.0,175.0
75105693.0,18.0
75356276.0,73.0
75531626.0,37.0
75605811.0,480.0
75631257.0,424.0
75693808.0,70.0
75866530.0,14.0
75878538.0,26.0
75915702.0,346.0
75946383.0,23.0
75986838.0,19.0
76209861.0,15.0
76237071.0,11.0
76237185.0,25.0
76409100.0,45.0
76435286.0,68.0
76494216.0,17.0
76504722.0,12.0
76720686.0,36.0
76793278.0,336.0
76842138.0,68.0
77245660.0,20.0
77406831.0,218.0
77461452.0,42.0
77746750.0,10.0
77912803.0,10.0
77917115.0,17.0
78142586.0,163.0
78410280.0,17.0
78615436.0,33.0
78934295.0,11.0
78995297.0,45.0
79166817.0,44.0
79361262.0,921.0
79372503.0,83.0
79611099.0,12.0
79617437.0,11.0
79656253.0,104.0
79761546.0,79.0
79807336.0,12.0
79828888.0,41.0
79903824.0,36.0
79914756.0,48.0
80138294.0,71.0
80190721.0,13.0
80310633.0,34.0
80590932.0,146.0
80658268.0,39.0
80668450.0,121.0
80975004.0,18.0
80987343.0,26.0
81181742.0,12.0
81244874.0,182.0
81257198.0,82.0
81281283.0,13.0
81530553.0,25.0
81965252.0,183.0
82205909.0,11.0
82210476.0,42.0
82281109.0,10.0
82691774.0,41.0
82744491.0,18.0
83207756.0,13.0
83215390.0,34.0
83432282.0,50.0
83588763.0,19.0
83689904.0,60.0
83855571.0,37.0
83900188.0,17.0
83903787.0,14.0
84177130.0,21.0
84424852.0,10.0
84444204.0,11.0
84487474.0,15.0
84511865.0,10.0
84673940.0,12.0
85177686.0,25.0
85296016.0,60.0
85335403.0,99.0
85944118.0,547.0
86079009.0,62.0
86311084.0,30.0
86562973.0,14.0
86859171.0,14.0
86866199.0,25.0
86879002.0,20.0
87016067.0,63.0
87044738.0,233.0
87332967.0,79.0
87886064.0,109.0
88197746.0,16.0
88269271.0,86.0
89204414.0,433.0
89239568.0,23.0
89334009.0,23.0
89532981.0,325.0
89951558.0,23.0
89956772.0,42.0
90533100.0,24.0
90762688.0,97.0
90870255.0,20.0
90998709.0,80.0
91117602.0,26.0
91126927.0,14.0
91222599.0,14.0
91222764.0,45.0
91229955.0,42.0
91246694.0,552.0
91860967.0,22.0
91886017.0,45.0
92038987.0,18.0
92677797.0,198.0
92877383.0,10.0
93030385.0,35.0
93211262.0,56.0
93552530.0,119.0
93942804.0,296.0
93976414.0,24.0
93979843.0,479.0
93995820.0,23.0
94187593.0,24.0
94480456.0,493.0
94554151.0,31.0
94644970.0,29.0
94673634.0,21.0
94922653.0,18.0
95048218.0,10.0
95460171.0,14.0
95685731.0,26.0
95802716.0,29.0
95961270.0,13.0
95983602.0,12.0
96237874.0,13.0
96399442.0,343.0
96491947.0,143.0
96571746.0,78.0
96687299.0,340.0
96776853.0,48.0
97005194.0,25.0
97156065.0,34.0
97193367.0,150.0
97362319.0,146.0
97789460.0,71.0
97828603.0,12.0
97905220.0,679.0
98229529.0,29.0
98239210.0,16.0
98465769.0,26.0
98520180.0,150.0
98591487.0,27.0
98768054.0,531.0
99028616.0,32.0
99220013.0,36.0
99334167.0,15.0
99429565.0,251.0
99557829.0,365.0
99623397.0,156.0
99625440.0,126.0
99787865.0,151.0
100052456.0,12.0
100096315.0,451.0
100343187.0,16.0
100559099.0,11.0
100589643.0,113.0
100833768.0,355.0
100897831.0,629.0
101014078.0,28.0
101343688.0,18.0
101530641.0,245.0
102391584.0,10.0
102497329.0,13.0
102963420.0,12.0
103058893.0,49.0
103098357.0,44.0
103171601.0,17.0
103357584.0,13.0
103376851.0,20.0
103609967.0,98.0
103625044.0,22.0
103710407.0,43.0
103786315.0,70.0
104001356.0,97.0
104004409.0,121.0
104148014.0,44.0
104260809.0,1462.0
104622135.0,15.0
104645517.0,13.0
104707301.0,13.0
104947959.0,16.0
104952981.0,10.0
105149731.0,20.0
105843449.0,18.0
106006429.0,20.0
106205224.0,40.0
106430985.0,50.0
106513319.0,24.0
106544187.0,85.0
106619640.0,10.0
107119239.0,29.0
107226135.0,129.0
107502621.0,22.0
107511084.0,342.0
107592474.0,14.0
107808722.0,10.0
108119994.0,47.0
108392148.0,10.0
108703397.0,24.0
108710943.0,18.0
109022780.0,71.0
109056436.0,19.0
109104396.0,12.0
109151942.0,33.0
109303284.0,29.0
109366815.0,389.0
109620175.0,14.0
109637697.0,18.0
109731352.0,12.0
110045004.0,96.0
110272658.0,19.0
110297436.0,18.0
110858371.0,12.0
110897769.0,19.0
111650128.0,12.0
111659436.0,18.0
111797609.0,18.0
112080450.0,36.0
112190567.0,67.0
112215445.0,30.0
112251644.0,17.0
112254579.0,34.0
112319197.0,522.0
112563685.0,52.0
112592413.0,70.0
112592796.0,19.0
112619515.0,50.0
112651008.0,42.0
112908883.0,15.0
113126023.0,16.0
113160053.0,20.0
113528366.0,16.0
113541054.0,55.0
113741739.0,12.0
113767213.0,39.0
113946545.0,57.0
114503297.0,119.0
114620536.0,21.0
114816836.0,70.0
115027432.0,22.0
115145324.0,20.0
115248425.0,163.0
115423035.0,110.0
115434752.0,99.0
115526979.0,10.0
115804259.0,766.0
115834346.0,36.0
115846519.0,18.0
115984324.0,39.0
116060961.0,22.0
116818753.0,47.0
116887671.0,14.0
117233640.0,47.0
117506947.0,43.0
117600563.0,45.0
117615246.0,37.0
117626162.0,42.0
117746936.0,187.0
117988044.0,363.0
118184775.0,263.0
118194926.0,654.0
118218671.0,88.0
118352647.0,95.0
118386390.0,46.0
118396202.0,30.0
118806112.0,70.0
118854763.0,70.0
118896513.0,13.0
119083124.0,24.0
119145164.0,55.0
119418870.0,10.0
119602627.0,36.0
119948036.0,24.0
120327894.0,318.0
120507466.0,136.0
120507568.0,93.0
121522608.0,11.0
121860227.0,908.0
121870888.0,12.0
121937812.0,62.0
121969985.0,31.0
122549269.0,13.0
122609840.0,29.0
122695980.0,46.0
122756332.0,20.0
122800856.0,21.0
122998667.0,72.0
123064751.0,122.0
123156787.0,280.0
123379162.0,142.0
123454750.0,35.0
123472354.0,38.0
123611835.0,71.0
123861176.0,10.0
124187536.0,12.0
124238421.0,15.0
124305554.0,12.0
124610669.0,24.0
124727863.0,10.0
124817306.0,21.0
124897124.0,41.0
124971832.0,11.0
125486550.0,13.0
125491682.0,11.0
125789899.0,88.0
125837747.0,457.0
126107088.0,21.0
126181705.0,10.0
126380751.0,67.0
126382407.0,44.0
126394844.0,21.0
126691744.0,17.0
126758998.0,29.0
126962094.0,103.0
127117893.0,11.0
127294825.0,919.0
127394557.0,17.0
127469181.0,25.0
127548942.0,45.0
127613590.0,13.0
127629111.0,67.0
127630820.0,49.0
127696754.0,30.0
127726267.0,54.0
127733988.0,99.0
127754284.0,25.0
128042132.0,41.0
128333327.0,289.0
128432073.0,129.0
128961312.0,13.0
129174337.0,122.0
129293652.0,10.0
129610900.0,18.0
129976889.0,12.0
130314222.0,13.0
130568736.0,280.0
131142167.0,10.0
131292817.0,17.0
131349306.0,83.0
131676448.0,108.0
131741942.0,104.0
131937570.0,12.0
132370643.0,565.0
132374080.0,23.0
132583610.0,32.0
133060802.0,894.0
133432374.0,766.0
133536086.0,72.0
133793243.0,17.0
133796819.0,15.0
133912673.0,22.0
133951022.0,27.0
134262298.0,11.0
134800101.0,52.0
134921337.0,23.0
135201887.0,12.0
135356045.0,50.0
135385621.0,28.0
135685082.0,20.0
135930543.0,115.0
136124889.0,189.0
136154673.0,18.0
136431880.0,15.0
137211418.0,15.0
137240004.0,188.0
137472469.0,15.0
137493129.0,43.0
137532394.0,11.0
137797793.0,11.0
137905403.0,57.0
138013748.0,57.0
138187003.0,19.0
138190787.0,87.0
138632818.0,11.0
138843410.0,26.0
139504670.0,15.0
139597905.0,15.0
139695675.0,71.0
139891773.0,62.0
139922385.0,10.0
140185177.0,18.0
140257063.0,153.0
140285787.0,15.0
140961012.0,31.0
140984347.0,302.0
141058213.0,15.0
141357881.0,21.0
141679537.0,31.0
141738339.0,95.0
141818542.0,27.0
142101049.0,11.0
142135768.0,123.0
142458048.0,12.0
142477998.0,18.0
142762479.0,12.0
142780964.0,17.0
142784865.0,44.0
142808324.0,10.0
143296081.0,13.0
143310195.0,12.0
143318569.0,21.0
143532044.0,17.0
143684005.0,39.0
144662026.0,10.0
144922546.0,93.0
145720899.0,16.0
146189010.0,283.0
146199809.0,72.0
146271765.0,10.0
146704933.0,17.0
146836197.0,13.0
146973833.0,39.0
147020193.0,167.0
147408996.0,178.0
147609423.0,18.0
147651233.0,15.0
147681243.0,39.0
147698263.0,33.0
148022909.0,30.0
148096472.0,15.0
148374074.0,69.0
148929026.0,15.0
149120712.0,12.0
149398722.0,47.0
149665633.0,11.0
149793264.0,40.0
150154561.0,205.0
150180332.0,11.0
150303778.0,43.0
150311431.0,32.0
150867596.0,20.0
151094169.0,70.0
151097199.0,55.0
151327707.0,33.0
151905720.0,13.0
151913816.0,15.0
152257613.0,17.0
152468661.0,701.0
152485909.0,411.0
152887659.0,41.0
153678618.0,43.0
154175456.0,66.0
154230403.0,11.0
154292111.0,13.0
154359887.0,121.0
154612214.0,131.0
154628568.0,14.0
154733687.0,11.0
155034383.0,47.0
155925331.0,16.0
155941176.0,24.0
156367721.0,12.0
156450427.0,15.0
156594920.0,102.0
156644941.0,10.0
156684714.0,33.0
156809951.0,758.0
157102323.0,21.0
157384509.0,28.0
157445518.0,268.0
157757171.0,623.0
157823808.0,34.0
157988600.0,30.0
158590063.0,174.0
158768665.0,14.0
159125635.0,627.0
159148612.0,203.0
159172658.0,68.0
159470287.0,74.0
159685579.0,26.0
159950511.0,13.0
159998052.0,15.0
160127032.0,52.0
160348098.0,25.0
160580153.0,16.0
160786622.0,11.0
161347356.0,70.0
161690277.0,50.0
161728160.0,349.0
161895367.0,15.0
162075689.0,15.0
162126261.0,46.0
162395928.0,30.0
162830136.0,73.0
162882592.0,26.0
162933376.0,190.0
163533867.0,39.0
163590921.0,36.0
163877216.0,36.0
164251112.0,465.0
164455177.0,10.0
164699743.0,15.0
164723930.0,19.0
164776004.0,27.0
164809733.0,42.0
164945115.0,63.0
165153571.0,135.0
165162117.0,33.0
165439902.0,27.0
165451166.0,115.0
165508623.0,33.0
165816081.0,303.0
165885488.0,122.0
166034860.0,89.0
166424097.0,468.0
166515258.0,13.0
166749020.0,57.0
166799053.0,12.0
166997565.0,63.0
167035275.0,63.0
167244098.0,26.0
167451336.0,12.0
167840400.0,117.0
167944910.0,46.0
168004464.0,202.0
168013121.0,157.0
168863846.0,42.0
169171961.0,52.0
169289390.0,11.0
169570267.0,18.0
169584729.0,10.0
169597272.0,10.0
169650823.0,1076.0
169726076.0,16.0
170186952.0,20.0
170237970.0,240.0
170568998.0,34.0
170798724.0,195.0
170883572.0,11.0
171147189.0,21.0
171630740.0,77.0
171766089.0,30.0
171792637.0,10.0
171811170.0,19.0
172441747.0,14.0
172445511.0,51.0
172517012.0,12.0
172786330.0,322.0
172837605.0,65.0
172878348.0,13.0
172914171.0,51.0
173090525.0,380.0
173282261.0,30.0
173651031.0,11.0
173762473.0,10.0
173910357.0,12.0
174008693.0,12.0
174028217.0,27.0
174057089.0,141.0
174728457.0,13.0
174856768.0,17.0
175085127.0,25.0
175201792.0,87.0
175244009.0,14.0
175525955.0,43.0
175530226.0,494.0
175550077.0,31.0
175687612.0,24.0
175784379.0,45.0
175939790.0,10.0
175968793.0,33.0
175973906.0,59.0
176204947.0,1367.0
177078187.0,515.0
177277325.0,19.0
177634330.0,24.0
177634703.0,36.0
177638763.0,988.0
177915341.0,10.0
178001245.0,408.0
178030116.0,10.0
178073086.0,33.0
178143894.0,95.0
178194758.0,37.0
178268535.0,1017.0
178322773.0,301.0
178406708.0,29.0
178425992.0,42.0
178747189.0,1408.0
178747309.0,32.0
178774911.0,338.0
178821807.0,66.0
178910701.0,18.0
179238637.0,25.0
179367025.0,41.0
179711840.0,50.0
180091481.0,38.0
180236341.0,21.0
180313122.0,34.0
180525195.0,66.0
180588475.0,10.0
180624535.0,42.0
181817347.0,25.0
181967327.0,43.0
182076907.0,72.0
182232607.0,216.0
182521501.0,668.0
182638810.0,15.0
182662066.0,1157.0
182887169.0,23.0
182891501.0,74.0
183068822.0,15.0
183277549.0,40.0
184025237.0,76.0
184451732.0,19.0
184510723.0,12.0
184520792.0,66.0
184875297.0,81.0
184981991.0,41.0
185042047.0,10.0
185302020.0,566.0
185408707.0,19.0
185427522.0,83.0
185645569.0,12.0
185861376.0,24.0
185899839.0,14.0
186134059.0,1678.0
186169562.0,12.0
186519260.0,161.0
186569664.0,23.0
186580394.0,79.0
186969381.0,23.0
187019396.0,355.0
187043871.0,470.0
187188531.0,15.0
187294348.0,22.0
187296663.0,43.0
187618508.0,59.0
187726118.0,13.0
187739186.0,19.0
187758740.0,84.0
187953380.0,273.0
188089211.0,17.0
188132462.0,13.0
188280337.0,16.0
188309751.0,15.0
188417746.0,343.0
188561770.0,87.0
188567350.0,89.0
188929628.0,52.0
189279731.0,31.0
189527577.0,85.0
189814964.0,60.0
189870616.0,69.0
190065534.0,29.0
190125669.0,40.0
190373941.0,31.0
191140663.0,29.0
191305349.0,28.0
192018569.0,23.0
192088213.0,97.0
192201376.0,26.0
192718236.0,40.0
192950427.0,12.0
193155102.0,166.0
193566956.0,20.0
193896181.0,84.0
193940022.0,393.0
194109929.0,46.0
194172039.0,11.0
194301730.0,18.0
194355025.0,21.0
194504509.0,117.0
194560905.0,126.0
194607855.0,562.0
194691418.0,50.0
195089244.0,44.0
195276714.0,18.0
195428353.0,17.0
195502484.0,23.0
195556574.0,13.0
195913909.0,21.0
196670897.0,48.0
196695409.0,31.0
196793073.0,60.0
196885889.0,10.0
197100348.0,54.0
197227132.0,18.0
197282267.0,120.0
197404238.0,63.0
198263049.0,46.0
198685592.0,64.0
199129433.0,19.0
199401351.0,308.0
199491077.0,78.0
199507614.0,70.0
199534988.0,218.0
199756181.0,79.0
199880255.0,19.0
200246945.0,15.0
201020240.0,14.0
201052085.0,43.0
201450816.0,20.0
201802525.0,70.0
202385066.0,170.0
202401119.0,10.0
202419210.0,12.0
202469836.0,155.0
202705793.0,189.0
202892735.0,1141.0
203910828.0,18.0
203994811.0,206.0
204505963.0,129.0
204547191.0,12.0
204613316.0,93.0
204617522.0,84.0
205002352.0,16.0
205247367.0,70.0
205267555.0,20.0
205941212.0,10.0
206006462.0,33.0
206057800.0,63.0
206353121.0,1340.0
206510109.0,49.0
206770445.0,27.0
206863274.0,24.0
207135836.0,53.0
207138856.0,180.0
207303030.0,12.0
207355305.0,13.0
207618946.0,47.0
209732060.0,15.0
209761853.0,57.0
209950541.0,12.0
210096174.0,368.0
210818915.0,12.0
210945356.0,198.0
211279420.0,24.0
211304558.0,10.0
211507059.0,24.0
211535984.0,10.0
211977196.0,115.0
212068237.0,492.0
212124054.0,17.0
212503757.0,10.0
213117283.0,30.0
213414686.0,245.0
213474805.0,44.0
213852168.0,60.0
213895409.0,21.0
213896839.0,85.0
214086414.0,20.0
214161572.0,205.0
214195248.0,29.0
214229879.0,49.0
214373982.0,16.0
214418658.0,57.0
214635703.0,153.0
215035014.0,17.0
215394261.0,64.0
215668973.0,23.0
215811575.0,15.0
216148447.0,255.0
216154254.0,87.0
216237374.0,228.0
216749648.0,26.0
216913728.0,23.0
216915562.0,328.0
217091825.0,200.0
217627725.0,47.0
217661548.0,23.0
217865306.0,173.0
218156918.0,36.0
218244958.0,39.0
218281262.0,133.0
218767264.0,133.0
219071416.0,27.0
219073749.0,20.0
220087198.0,199.0
220151043.0,107.0
220211278.0,44.0
220536918.0,81.0
220858157.0,75.0
221120300.0,13.0
221249438.0,21.0
221446387.0,11.0
221553293.0,127.0
221780652.0,242.0
221880913.0,328.0
222227102.0,38.0
222504942.0,63.0
222585634.0,10.0
222601720.0,15.0
222922280.0,18.0
223009860.0,45.0
223167468.0,64.0
223215442.0,78.0
223600666.0,223.0
223669773.0,87.0
223697242.0,10.0
223903110.0,10.0
223948981.0,72.0
224045457.0,21.0
224217080.0,97.0
224345424.0,159.0
224489883.0,22.0
224750373.0,28.0
224784110.0,24.0
225012809.0,25.0
225084934.0,40.0
225090222.0,31.0
225560750.0,140.0
225628720.0,19.0
225884296.0,10.0
225915841.0,14.0
226343781.0,12.0
227075771.0,141.0
227443897.0,61.0
227785011.0,56.0
228088582.0,90.0
228127641.0,477.0
228151672.0,10.0
228183265.0,16.0
228558455.0,163.0
228781628.0,48.0
229294231.0,12.0
229335318.0,11.0
229532340.0,23.0
229669791.0,172.0
229915956.0,12.0
230091002.0,22.0
230297477.0,10.0
230323409.0,278.0
230346150.0,23.0
230603596.0,34.0
230971069.0,206.0
231078273.0,89.0
231128218.0,378.0
231178138.0,46.0
231216193.0,27.0
231253712.0,12.0
231336272.0,15.0
231354049.0,553.0
231574267.0,13.0
231602533.0,39.0
231609076.0,18.0
232054086.0,82.0
232461895.0,258.0
232732877.0,22.0
232744141.0,970.0
233353753.0,81.0
233615078.0,43.0
233630890.0,615.0
233819115.0,130.0
233825372.0,218.0
233828472.0,23.0
234233914.0,14.0
234374922.0,44.0
234550994.0,33.0
235824432.0,20.0
236068552.0,42.0
236069145.0,49.0
236636021.0,44.0
237011735.0,17.0
237070302.0,22.0
237074190.0,15.0
237112496.0,25.0
237137118.0,26.0
237990326.0,46.0
238004622.0,14.0
238048158.0,20.0
238300743.0,17.0
238444563.0,62.0
238829095.0,14.0
239052482.0,62.0
239140001.0,11.0
239179122.0,70.0
239180466.0,52.0
239244714.0,19.0
239269986.0,58.0
239364702.0,54.0
239486022.0,12.0
239562425.0,10.0
239605398.0,36.0
239633854.0,35.0
239666946.0,229.0
239884247.0,21.0
239913600.0,30.0
239933910.0,16.0
240084726.0,12.0
240102694.0,10.0
240384607.0,31.0
240532558.0,116.0
240924239.0,20.0
241221624.0,176.0
241338957.0,347.0
241565099.0,11.0
241569285.0,87.0
241610909.0,11.0
242074671.0,40.0
242246557.0,137.0
242533552.0,103.0
242565899.0,84.0
242758690.0,26.0
242812108.0,204.0
243304172.0,62.0
243392847.0,39.0
243443366.0,14.0
243833906.0,12.0
243895418.0,726.0
244100485.0,69.0
244212941.0,73.0
244222514.0,57.0
244228586.0,10.0
244344539.0,373.0
244694783.0,20.0
244700941.0,12.0
244730279.0,12.0
244977846.0,114.0
245195812.0,95.0
245202506.0,20.0
245255427.0,487.0
245469728.0,386.0
245556856.0,13.0
245579156.0,45.0
245908513.0,19.0
246014104.0,14.0
246037525.0,12.0
246125129.0,43.0
246540932.0,15.0
246574588.0,21.0
246584930.0,434.0
247035804.0,291.0
247072040.0,19.0
247368550.0,14.0
247560532.0,17.0
247878912.0,151.0
247909729.0,23.0
247945011.0,486.0
248043085.0,720.0
248301208.0,214.0
248319608.0,12.0
248365616.0,946.0
248475269.0,18.0
248508723.0,210.0
248735932.0,114.0
248903895.0,78.0
248997749.0,56.0
249016886.0,80.0
249372529.0,723.0
249430449.0,32.0
249467847.0,15.0
249788462.0,23.0
249795879.0,31.0
249981745.0,11.0
250278892.0,177.0
250319034.0,433.0
250330008.0,455.0
250343749.0,16.0
250371198.0,25.0
250442735.0,231.0
250831141.0,42.0
250847754.0,68.0
250868029.0,225.0
250974170.0,16.0
251000435.0,359.0
251236197.0,17.0
251237103.0,66.0
251324177.0,24.0
251376536.0,50.0
251844193.0,34.0
251857095.0,239.0
251895000.0,57.0
251925827.0,52.0
252291169.0,176.0
252341578.0,11.0
252636102.0,328.0
252669398.0,17.0
252867450.0,120.0
252890970.0,86.0
253184386.0,12.0
253246643.0,105.0
253263964.0,12.0
253335194.0,30.0
253725789.0,187.0
253860577.0,15.0
253975374.0,11.0
254227626.0,30.0
254418013.0,36.0
254552973.0,1278.0
254644809.0,45.0
254723603.0,24.0
254739099.0,11.0
254811209.0,27.0
254829650.0,18.0
255023163.0,160.0
255050149.0,173.0
255133295.0,30.0
255167273.0,15.0
255176421.0,23.0
255276297.0,43.0
255292480.0,16.0
255605544.0,11.0
255813114.0,397.0
256069170.0,82.0
256171386.0,71.0
256328831.0,17.0
256364501.0,61.0
256377062.0,90.0
256470707.0,18.0
256547410.0,25.0
256599514.0,23.0
256617921.0,10.0
256652665.0,185.0
256668649.0,81.0
256779562.0,12.0
256789763.0,443.0
256809895.0,231.0
257082470.0,59.0
257131768.0,42.0
257218602.0,45.0
257226670.0,296.0
257255559.0,146.0
257267822.0,23.0
257531561.0,140.0
257556019.0,16.0
257703814.0,56.0
257714338.0,10.0
257727971.0,459.0
257816944.0,21.0
257834058.0,32.0
257943545.0,66.0
257946920.0,73.0
258110941.0,35.0
258121800.0,383.0
258159597.0,16.0
258230318.0,277.0
258315070.0,69.0
258458671.0,26.0
258588777.0,117.0
258617073.0,23.0
258641216.0,13.0
258653757.0,161.0
258836822.0,21.0
258957310.0,142.0
258983772.0,211.0
259263957.0,11.0
259329978.0,108.0
259374252.0,86.0
259513612.0,52.0
259601232.0,21.0
259764013.0,100.0
259803675.0,305.0
259874705.0,10.0
260057953.0,15.0
260150778.0,388.0
260315557.0,12.0
260472679.0,15.0
260506872.0,87.0
260537229.0,22.0
260582319.0,14.0
260619416.0,75.0
260778658.0,10.0
260945522.0,29.0
260952366.0,131.0
261185861.0,27.0
261361661.0,431.0
261389053.0,43.0
261426208.0,169.0
261828401.0,13.0
261847624.0,12.0
261933134.0,334.0
261965171.0,34.0
262064015.0,15.0
262249647.0,15.0
262283854.0,56.0
262335366.0,49.0
262388157.0,110.0
262438982.0,12.0
262516643.0,42.0
262657933.0,64.0
262803840.0,26.0
262810434.0,75.0
262825040.0,28.0
262840729.0,83.0
262908932.0,49.0
262910874.0,300.0
262911572.0,36.0
262993486.0,36.0
263319210.0,123.0
263342709.0,201.0
263397317.0,23.0
263398468.0,433.0
263400889.0,12.0
263403676.0,149.0
263405458.0,37.0
263728592.0,104.0
263971090.0,83.0
263975601.0,498.0
264077239.0,86.0
264327603.0,24.0
264394725.0,142.0
264437619.0,12.0
264448173.0,13.0
264541193.0,72.0
264556655.0,18.0
264572913.0,252.0
264937048.0,166.0
265102041.0,15.0
265197161.0,11.0
265217310.0,54.0
265483884.0,189.0
265671627.0,100.0
265698543.0,41.0
265707388.0,97.0
266051399.0,47.0
266130145.0,12.0
266187473.0,75.0
266389445.0,223.0
266525089.0,38.0
266541770.0,37.0
266765306.0,214.0
266905392.0,28.0
267219310.0,11.0
267283954.0,18.0
268097184.0,30.0
268548050.0,11.0
268647599.0,33.0
268894817.0,230.0
268917403.0,120.0
269042796.0,40.0
269078277.0,54.0
269117464.0,48.0
269153742.0,266.0
269366107.0,57.0
269416629.0,27.0
269437216.0,16.0
269591973.0,54.0
269624760.0,180.0
270095840.0,2538.0
270176456.0,84.0
270469035.0,65.0
270547679.0,69.0
270664590.0,70.0
270670122.0,237.0
270693939.0,183.0
270944962.0,15.0
271098812.0,19.0
271406768.0,18.0
271496308.0,115.0
271517541.0,49.0
271577254.0,34.0
271619131.0,103.0
271646728.0,40.0
271730916.0,76.0
271743748.0,101.0
271971272.0,76.0
272147503.0,50.0
272156085.0,281.0
272272907.0,26.0
272301402.0,65.0
272549486.0,107.0
272646467.0,149.0
272706185.0,10.0
273030025.0,32.0
273088151.0,127.0
273159181.0,27.0
273439057.0,93.0
273511693.0,249.0
273527521.0,19.0
273628289.0,1858.0
273710928.0,19.0
273944140.0,68.0
274047532.0,57.0
274149360.0,15.0
274165784.0,70.0
274177143.0,300.0
274622246.0,172.0
274733255.0,55.0
274795868.0,74.0
275078087.0,36.0
275132214.0,56.0
275265731.0,878.0
275538654.0,10.0
275621408.0,14.0
275707846.0,33.0
275736070.0,180.0
276091889.0,225.0
276172891.0,845.0
276185118.0,57.0
276217716.0,160.0
276225863.0,35.0
276288503.0,27.0
276541769.0,23.0
276685223.0,41.0
277317029.0,61.0
277421038.0,1070.0
277535560.0,14.0
277727597.0,239.0
277851756.0,44.0
278129076.0,30.0
278138748.0,42.0
278221306.0,110.0
278311992.0,15.0
278492796.0,197.0
278633670.0,71.0
278752591.0,11.0
278761807.0,21.0
278795014.0,69.0
279275162.0,130.0
279398533.0,43.0
279545137.0,18.0
279672861.0,61.0
280235566.0,87.0
280291369.0,12.0
280552283.0,31.0
280824551.0,184.0
280834267.0,260.0
280840876.0,1329.0
280879733.0,26.0
281102280.0,12.0
281271148.0,11.0
281390447.0,81.0
281664733.0,109.0
281880162.0,16.0
282286362.0,13.0
282772148.0,31.0
283117705.0,12.0
283137697.0,41.0
283209316.0,227.0
283225463.0,13.0
283260016.0,88.0
283301946.0,13.0
283306509.0,29.0
283612776.0,73.0
283670546.0,21.0
283734137.0,13.0
283808957.0,49.0
283867529.0,636.0
284205801.0,76.0
284231619.0,93.0
284234844.0,27.0
284317967.0,129.0
284366698.0,115.0
284534859.0,201.0
284821831.0,426.0
284871170.0,61.0
285172070.0,18.0
285177136.0,169.0
285237564.0,18.0
285379085.0,92.0
285826597.0,21.0
285933561.0,425.0
285947421.0,148.0
285951626.0,11.0
285964788.0,90.0
286027095.0,27.0
286227126.0,46.0
286381545.0,21.0
286415428.0,87.0
286472485.0,167.0
286510396.0,12.0
286678908.0,12.0
286714608.0,529.0
286918854.0,60.0
287043821.0,10.0
287237176.0,33.0
287372051.0,80.0
287451458.0,90.0
287467741.0,115.0
287730314.0,128.0
287874224.0,388.0
287893393.0,149.0
288032600.0,17.0
288380072.0,18.0
288619818.0,39.0
289023990.0,15.0
289109680.0,23.0
289112425.0,259.0
289431480.0,81.0
289433436.0,34.0
289518368.0,280.0
289683128.0,16.0
289713122.0,13.0
290068304.0,107.0
290184306.0,99.0
290242643.0,90.0
290256847.0,219.0
290271539.0,20.0
290450546.0,374.0
291427994.0,10.0
291486367.0,132.0
291674221.0,16.0
291835823.0,57.0
291917416.0,29.0
291983232.0,22.0
292042713.0,12.0
